Level: Local,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit:Total (thousands), Nominal,,,,,,,,,,,,,,,,,,,,,,,,,,
State,Year,(R05) Total Taxes,(R06) Property Tax (T01),(R07) NonProperty Taxes,(R08) Tot Sales & Gr Rec Tax,(R09) Total Gen Sales Tax (T09),(R10) Total Select Sales Tax,(R11) Alcoholic Beverage Tax (T10),(R12) Amusement Tax (T11),(R13) Insurance Premium Tax (T12),(R14) Motor Fuels Tax (T13),(R15) Parimutuels Tax (T14),(R16) Public Utility Tax (T15),(R17) Tobacco Tax (T16),(R18) Other Select Sales Tax (T19),(R19) Total License Taxes,(R20) Alcoholic Beverage Lic (T20),(R21) Corporation License (T22),(R22) Motor Veh & Oper Lic,(R23) Motor Vehicle License (T24),(R24) Motor Veh Oper License (T25),(R25) Other License Taxes,(R26) Total Income Taxes,(R27) Individual Income Tax (T40),(R28) Corp Net Income Tax (T41),(R29) Death and Gift Tax (T50),(R30) Taxes NEC
West Virginia,1994,"$797,168.00","$652,967.00","$144,201.00","$33,727.00",$0.00,"$33,727.00","$3,498.00",$0.00,$0.00,$0.00,$0.00,"$20,283.00",$0.00,"$9,946.00",$625.00,$0.00,$0.00,$625.00,$625.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$109,849.00"
West Virginia,1995,"$841,672.00","$690,341.00","$151,331.00","$31,367.00",$0.00,"$31,367.00","$4,067.00",$0.00,$0.00,$0.00,$0.00,"$21,229.00",$0.00,"$6,071.00",$640.00,$0.00,$0.00,$640.00,$640.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$119,324.00"
West Virginia,1996,"$878,235.00","$724,349.00","$153,886.00","$31,953.00",$0.00,"$31,953.00","$3,551.00",$0.00,$0.00,$0.00,$0.00,"$22,078.00",$0.00,"$6,324.00",$614.00,$0.00,$0.00,$614.00,$614.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$121,319.00"
West Virginia,1997,"$925,931.00","$764,113.00","$161,818.00","$32,616.00",$0.00,"$32,616.00","$4,078.00",$0.00,$0.00,$0.00,$0.00,"$21,841.00",$0.00,"$6,697.00",$593.00,$0.00,$0.00,$593.00,$593.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$128,609.00"
West Virginia,1998,"$940,996.00","$774,206.00","$166,790.00","$33,186.00",$0.00,"$33,186.00","$3,828.00",$0.00,$0.00,$0.00,$0.00,"$22,471.00",$0.00,"$6,887.00",$687.00,$0.00,$0.00,$687.00,$687.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$132,917.00"
West Virginia,1999,"$976,742.00","$808,906.00","$167,836.00","$34,378.00",$276.00,"$34,102.00","$2,715.00",$0.00,$0.00,$17.00,$0.00,"$24,048.00",$0.00,"$7,322.00",$486.00,$0.00,$0.00,$486.00,$486.00,$0.00,$0.00,$69.00,$69.00,$0.00,$0.00,"$132,903.00"
West Virginia,2000,"$1,019,038.00","$851,583.00","$167,455.00","$36,394.00",$0.00,"$36,394.00","$2,889.00",$0.00,$0.00,$0.00,$0.00,"$25,975.00",$0.00,"$7,530.00",$415.00,$0.00,$0.00,$415.00,$415.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$130,646.00"
West Virginia,2002,"$1,101,863.00","$900,986.00","$200,877.00","$59,110.00",$0.00,"$59,110.00","$3,197.00",$0.00,$0.00,$0.00,$0.00,"$32,483.00",$0.00,"$23,430.00",$417.00,$0.00,$0.00,$417.00,$417.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$141,350.00"
West Virginia,2004,"$1,218,492.00","$975,664.00","$242,828.00","$56,795.00",$0.00,"$56,795.00","$3,038.00",$0.00,$0.00,$0.00,$0.00,"$34,609.00",$0.00,"$19,148.00",$216.00,$0.00,$0.00,$216.00,$216.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$185,817.00"
West Virginia,2005,"$1,249,715.00","$1,004,782.00","$244,933.00","$57,721.00",$0.00,"$57,721.00","$4,375.00",$459.00,$0.00,$0.00,$145.00,"$34,131.00",$0.00,"$18,611.00","$159,379.00",$308.00,$0.00,$255.00,$255.00,$0.00,"$158,816.00",$0.00,$0.00,$0.00,$0.00,"$27,833.00"
West Virginia,2006,"$1,324,214.00","$1,055,145.00","$269,069.00","$58,240.00",$0.00,"$58,240.00","$5,327.00",$625.00,$0.00,$0.00,$108.00,"$35,959.00",$0.00,"$16,221.00","$190,678.00",$412.00,$0.00,$283.00,$283.00,$0.00,"$189,983.00",$0.00,$0.00,$0.00,$828.00,"$19,323.00"
West Virginia,2007,"$1,436,514.00","$1,133,124.00","$303,390.00","$95,012.00",$0.00,"$95,012.00","$4,738.00",$496.00,$0.00,$90.00,$129.00,"$36,744.00",$0.00,"$52,815.00","$171,006.00",$248.00,$0.00,$577.00,$577.00,$0.00,"$170,181.00",$0.00,$0.00,$0.00,$0.00,"$37,372.00"
West Virginia,2008,"$1,541,444.00","$1,233,988.00","$307,456.00","$111,379.00",$0.00,"$111,379.00","$6,943.00",$412.00,$0.00,$0.00,$47.00,"$33,157.00",$0.00,"$70,820.00","$172,518.00",$24.00,$0.00,$710.00,$710.00,$0.00,"$171,784.00",$0.00,$0.00,$0.00,$0.00,"$23,559.00"
West Virginia,2009,"$1,697,221.00","$1,399,345.00","$297,876.00","$120,165.00",$0.00,"$120,165.00","$6,991.00","$1,092.00",$0.00,$18.00,$21.00,"$26,630.00",$0.00,"$85,413.00","$160,273.00",$85.00,$0.00,$238.00,$238.00,$0.00,"$159,950.00",$0.00,$0.00,$0.00,$0.00,"$17,438.00"
West Virginia,2010,"$1,769,216.00","$1,443,945.00","$325,271.00","$114,248.00",$0.00,"$114,248.00","$6,997.00","$1,442.00",$0.00,$0.00,$22.00,"$26,871.00",$0.00,"$78,916.00","$179,277.00",$133.00,$0.00,$182.00,$182.00,$0.00,"$178,962.00",$0.00,$0.00,$0.00,$0.00,"$31,746.00"
West Virginia,2011,"$1,761,920.00","$1,423,451.00","$338,469.00","$119,687.00",$0.00,"$119,687.00","$6,661.00","$1,678.00",$0.00,$0.00,$30.00,"$26,438.00",$0.00,"$84,880.00","$183,329.00",$132.00,$0.00,$206.00,$206.00,$0.00,"$182,991.00",$0.00,$0.00,$0.00,$0.00,"$35,453.00"
West Virginia,2012,"$1,775,875.00","$1,429,188.00","$346,687.00","$124,830.00",$0.00,"$124,830.00","$7,553.00","$1,787.00",$0.00,$0.00,$33.00,"$27,528.00",$0.00,"$87,929.00","$184,631.00",$48.00,$0.00,$134.00,$134.00,$0.00,"$184,449.00",$0.00,$0.00,$0.00,$0.00,"$37,226.00"
West Virginia,2013,"$1,825,300.00","$1,463,061.00","$362,239.00","$136,960.00","$6,739.00","$130,221.00","$7,994.00","$1,569.00",$0.00,$0.00,$26.00,"$31,243.00",$0.00,"$89,389.00","$183,470.00",$64.00,$0.00,$111.00,$111.00,$0.00,"$183,295.00",$0.00,$0.00,$0.00,$0.00,"$41,809.00"
West Virginia,2014,"$1,923,026.00","$1,571,687.00","$351,339.00","$97,968.00","$13,134.00","$84,834.00","$7,957.00","$1,043.00",$0.00,$20.00,$321.00,"$30,514.00",$0.00,"$44,979.00","$221,277.00",$85.00,$0.00,$92.00,$92.00,$0.00,"$221,100.00",$0.00,$0.00,$0.00,$0.00,"$32,094.00"
West Virginia,2015,"$1,957,554.00","$1,608,579.00","$348,975.00","$98,987.00","$16,577.00","$82,410.00","$8,067.00","$1,101.00",$0.00,$22.00,$324.00,"$29,350.00",$0.00,"$43,546.00","$222,461.00",$87.00,$0.00,$97.00,$97.00,$0.00,"$222,277.00",$0.00,$0.00,$0.00,$0.00,"$27,527.00"
West Virginia,2016,"$2,028,951.00","$1,666,975.00","$361,976.00","$112,471.00","$28,921.00","$83,550.00","$8,607.00","$1,068.00",$0.00,$46.00,$275.00,"$30,285.00",$0.00,"$43,269.00","$219,384.00",$100.00,$0.00,$102.00,$102.00,$0.00,"$219,182.00",$0.00,$0.00,$0.00,$0.00,"$30,121.00"
West Virginia,2017,"$2,092,799.00","$1,714,786.00","$378,013.00","$123,795.00","$42,512.00","$81,283.00","$8,352.00","$1,290.00",$0.00,$61.00,$217.00,"$30,176.00",$0.00,"$41,187.00","$225,777.00",$44.00,$0.00,$17.00,$17.00,$0.00,"$225,716.00",$0.00,$0.00,$0.00,$0.00,"$28,441.00"
California,1994,"$25,875,750.00","$17,651,825.00","$8,223,925.00","$6,107,421.00","$3,898,342.00","$2,209,079.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,611,117.00",$0.00,"$597,962.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,116,504.00"
California,1995,"$27,916,952.00","$19,366,968.00","$8,549,984.00","$6,392,396.00","$4,071,500.00","$2,320,896.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,676,900.00",$0.00,"$643,996.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,157,588.00"
California,1996,"$28,468,028.00","$19,403,920.00","$9,064,108.00","$6,763,018.00","$4,314,527.00","$2,448,491.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,719,028.00",$0.00,"$729,463.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,301,090.00"
California,1997,"$28,849,987.00","$19,589,445.00","$9,260,542.00","$6,767,488.00","$4,134,802.00","$2,632,686.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,810,368.00",$0.00,"$822,318.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,493,054.00"
California,1998,"$31,002,600.00","$20,851,430.00","$10,151,170.00","$7,336,883.00","$4,532,697.00","$2,804,186.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,903,689.00",$0.00,"$900,497.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,814,287.00"
California,1999,"$32,589,553.00","$21,582,015.00","$11,007,538.00","$7,948,655.00","$5,051,880.00","$2,896,775.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,952,467.00",$361.00,"$943,947.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,058,883.00"
California,2000,"$36,259,622.00","$22,904,463.00","$13,355,159.00","$10,074,707.00","$6,982,306.00","$3,092,401.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,961,599.00",$0.00,"$1,130,802.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,280,452.00"
California,2002,"$42,668,690.00","$28,291,016.00","$14,377,674.00","$10,857,809.00","$7,476,388.00","$3,381,421.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$2,333,384.00",$50.00,"$1,047,987.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,519,865.00"
California,2004,"$48,320,620.00","$32,119,122.00","$16,201,498.00","$11,555,834.00","$8,122,901.00","$3,432,933.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$2,311,629.00",$0.00,"$1,121,304.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,645,664.00"
California,2005,"$48,239,918.00","$31,905,250.00","$16,334,668.00","$11,370,987.00","$7,674,356.00","$3,696,631.00",$0.00,$0.00,$0.00,$0.00,"$2,042.00","$2,456,234.00",$0.00,"$1,238,355.00","$2,769,348.00",$0.00,$0.00,"$1,141.00","$1,141.00",$0.00,"$2,768,207.00",$1.00,$0.00,$1.00,$0.00,"$2,194,332.00"
California,2006,"$58,698,632.00","$41,185,338.00","$17,513,294.00","$12,190,630.00","$8,229,063.00","$3,961,567.00",$0.00,$0.00,$0.00,$0.00,"$2,064.00","$2,561,571.00",$0.00,"$1,397,932.00","$3,094,084.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$3,094,084.00",$0.00,$0.00,$0.00,$0.00,"$2,228,580.00"
California,2007,"$65,132,846.00","$46,337,710.00","$18,795,136.00","$13,712,721.00","$9,235,235.00","$4,477,486.00",$0.00,$0.00,$0.00,$0.00,"$2,762.00","$2,837,358.00",$0.00,"$1,637,366.00","$2,626,432.00",$0.00,$0.00,"$22,664.00","$22,664.00",$0.00,"$2,603,768.00",$0.00,$0.00,$0.00,$0.00,"$2,455,983.00"
California,2008,"$68,653,400.00","$50,472,290.00","$18,181,110.00","$13,683,828.00","$9,115,946.00","$4,567,882.00",$0.00,$0.00,$0.00,$0.00,"$2,063.00","$2,945,778.00",$0.00,"$1,620,041.00","$2,374,456.00",$0.00,$0.00,"$13,860.00","$13,860.00",$0.00,"$2,360,596.00",$0.00,$0.00,$0.00,$0.00,"$2,122,826.00"
California,2009,"$70,143,444.00","$52,559,647.00","$17,583,797.00","$13,410,167.00","$8,733,273.00","$4,676,894.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$3,131,262.00",$0.00,"$1,545,632.00","$2,409,487.00",$0.00,$0.00,"$39,910.00","$39,910.00",$0.00,"$2,369,577.00",$0.00,$0.00,$0.00,$0.00,"$1,764,143.00"
California,2010,"$67,832,125.00","$50,396,929.00","$17,435,196.00","$13,522,936.00","$8,798,826.00","$4,724,110.00",$0.00,$0.00,$0.00,$0.00,$986.00,"$3,108,784.00",$0.00,"$1,614,340.00","$2,279,531.00",$0.00,$0.00,"$38,968.00","$38,968.00",$0.00,"$2,240,563.00",$0.00,$0.00,$0.00,$0.00,"$1,632,729.00"
California,2011,"$68,764,865.00","$50,406,574.00","$18,358,291.00","$14,235,148.00","$9,286,368.00","$4,948,780.00",$0.00,$0.00,$0.00,$0.00,"$1,261.00","$3,183,552.00",$0.00,"$1,763,967.00","$2,341,704.00",$0.00,$0.00,"$41,028.00","$41,028.00",$0.00,"$2,300,676.00",$0.00,$0.00,$0.00,$0.00,"$1,781,439.00"
California,2012,"$68,143,800.00","$49,479,227.00","$18,664,573.00","$14,605,133.00","$9,711,208.00","$4,893,925.00",$0.00,"$9,354.00",$0.00,$0.00,$796.00,"$3,042,539.00",$0.00,"$1,841,236.00","$2,439,287.00",$0.00,$0.00,"$46,033.00","$46,033.00",$0.00,"$2,393,254.00",$0.00,$0.00,$0.00,$0.00,"$1,620,153.00"
California,2013,"$70,180,869.00","$50,481,259.00","$19,699,610.00","$15,265,539.00","$10,314,932.00","$4,950,607.00",$0.00,"$6,962.00",$0.00,$0.00,$852.00,"$3,037,046.00",$0.00,"$1,905,747.00","$2,549,370.00",$0.00,$0.00,"$44,169.00","$44,169.00",$0.00,"$2,505,201.00",$0.00,$0.00,$0.00,$0.00,"$1,884,701.00"
California,2014,"$73,114,479.00","$51,622,942.00","$21,491,537.00","$16,546,110.00","$11,303,504.00","$5,242,606.00",$0.00,"$6,669.00",$0.00,$0.00,$693.00,"$3,059,761.00",$0.00,"$2,175,483.00","$2,805,285.00",$0.00,$0.00,"$57,267.00","$57,267.00",$0.00,"$2,748,018.00",$0.00,$0.00,$0.00,$0.00,"$2,140,142.00"
California,2015,"$77,608,404.00","$54,648,944.00","$22,959,460.00","$17,647,572.00","$12,091,784.00","$5,555,788.00",$0.00,"$6,027.00",$0.00,$0.00,$765.00,"$3,118,037.00",$0.00,"$2,430,959.00","$3,041,386.00",$0.00,$0.00,"$60,800.00","$60,800.00",$0.00,"$2,980,586.00",$0.00,$0.00,$0.00,$0.00,"$2,270,502.00"
California,2016,"$83,301,739.00","$58,752,878.00","$24,548,861.00","$18,921,573.00","$13,176,147.00","$5,745,426.00",$0.00,"$6,983.00",$0.00,$0.00,$736.00,"$3,125,772.00",$0.00,"$2,611,935.00","$3,250,591.00",$0.00,$0.00,"$64,468.00","$64,468.00",$0.00,"$3,186,123.00",$0.00,$0.00,$0.00,$0.00,"$2,376,697.00"
California,2017,"$87,450,048.00","$60,623,913.00","$26,826,135.00","$20,074,493.00","$13,717,512.00","$6,356,981.00",$0.00,"$14,138.00",$0.00,$0.00,$0.00,"$3,415,109.00",$0.00,"$2,927,734.00","$3,937,839.00",$0.00,$0.00,"$56,484.00","$56,484.00",$0.00,"$3,881,355.00",$0.00,$0.00,$0.00,$0.00,"$2,813,803.00"
Wisconsin,1994,"$5,287,430.00","$5,054,105.00","$233,325.00","$152,703.00","$126,874.00","$25,829.00",$0.00,$0.00,$0.00,$0.00,$0.00,$157.00,$0.00,"$25,672.00",$555.00,$0.00,$0.00,$555.00,$555.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$80,067.00"
Wisconsin,1995,"$5,475,620.00","$5,219,150.00","$256,470.00","$170,241.00","$142,465.00","$27,776.00",$0.00,$0.00,$0.00,$0.00,$0.00,$165.00,$0.00,"$27,611.00",$564.00,$0.00,$0.00,$564.00,$564.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$85,665.00"
Wisconsin,1996,"$5,619,900.00","$5,354,048.00","$265,852.00","$174,892.00","$143,642.00","$31,250.00",$0.00,$0.00,$0.00,$0.00,$0.00,$167.00,$0.00,"$31,083.00",$556.00,$0.00,$0.00,$556.00,$556.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$90,404.00"
Wisconsin,1997,"$5,438,621.00","$5,144,206.00","$294,415.00","$178,316.00","$152,185.00","$26,131.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$26,131.00",$586.00,$0.00,$0.00,$586.00,$586.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$115,513.00"
Wisconsin,1998,"$5,493,258.00","$5,173,228.00","$320,030.00","$198,987.00","$170,479.00","$28,508.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$28,508.00",$578.00,$0.00,$0.00,$578.00,$578.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$120,465.00"
Wisconsin,1999,"$5,789,815.00","$5,442,578.00","$347,237.00","$208,067.00","$175,444.00","$32,623.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$32,623.00",$577.00,$0.00,$0.00,$577.00,$577.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$138,593.00"
Wisconsin,2000,"$5,971,382.00","$5,602,240.00","$369,142.00","$225,945.00","$188,486.00","$37,459.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$37,459.00",$621.00,$0.00,$0.00,$621.00,$621.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$142,576.00"
Wisconsin,2002,"$6,796,085.00","$6,374,470.00","$421,615.00","$270,430.00","$218,015.00","$52,415.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$52,415.00",$642.00,$0.00,$0.00,$642.00,$642.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$150,543.00"
Wisconsin,2004,"$7,802,722.00","$7,324,843.00","$477,879.00","$294,218.00","$239,690.00","$54,528.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$54,528.00",$482.00,$0.00,$0.00,$482.00,$482.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$183,179.00"
Wisconsin,2005,"$8,251,276.00","$7,683,856.00","$567,420.00","$317,155.00","$260,464.00","$56,691.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$56,691.00","$145,938.00",$0.00,$0.00,$408.00,$408.00,$0.00,"$145,530.00",$0.00,$0.00,$0.00,$0.00,"$104,327.00"
Wisconsin,2006,"$8,498,033.00","$7,903,131.00","$594,902.00","$327,551.00","$266,962.00","$60,589.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$60,589.00","$158,648.00",$0.00,$0.00,$503.00,$503.00,$0.00,"$158,145.00",$0.00,$0.00,$0.00,$0.00,"$108,703.00"
Wisconsin,2007,"$8,839,175.00","$8,271,238.00","$567,937.00","$357,374.00","$286,922.00","$70,452.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$70,452.00","$162,210.00",$0.00,$0.00,$483.00,$483.00,$0.00,"$161,727.00",$0.00,$0.00,$0.00,$0.00,"$48,353.00"
Wisconsin,2008,"$9,277,254.00","$8,699,825.00","$577,429.00","$374,561.00","$299,662.00","$74,899.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$74,899.00","$159,344.00",$0.00,$0.00,$281.00,$281.00,$0.00,"$159,063.00",$0.00,$0.00,$0.00,$0.00,"$43,524.00"
Wisconsin,2009,"$10,094,557.00","$9,491,014.00","$603,543.00","$421,702.00","$344,151.00","$77,551.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$77,551.00","$143,896.00",$0.00,$0.00,$275.00,$275.00,$0.00,"$143,621.00",$0.00,$0.00,$0.00,$0.00,"$37,945.00"
Wisconsin,2010,"$10,443,125.00","$9,887,400.00","$555,725.00","$394,892.00","$326,609.00","$68,283.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$68,283.00","$124,661.00",$0.00,$0.00,$271.00,$271.00,$0.00,"$124,390.00",$0.00,$0.00,$0.00,$0.00,"$36,172.00"
Wisconsin,2011,"$10,496,087.00","$9,908,730.00","$587,357.00","$418,696.00","$338,674.00","$80,022.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$80,022.00","$130,327.00",$0.00,$0.00,$269.00,$269.00,$0.00,"$130,058.00",$0.00,$0.00,$0.00,$0.00,"$38,334.00"
Wisconsin,2012,"$9,485,039.00","$8,890,281.00","$594,758.00","$419,146.00","$337,301.00","$81,845.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$81,845.00","$138,095.00",$0.00,$0.00,$307.00,$307.00,$0.00,"$137,788.00",$0.00,$0.00,$0.00,$0.00,"$37,517.00"
Wisconsin,2013,"$9,910,908.00","$9,288,750.00","$622,158.00","$429,475.00","$343,038.00","$86,437.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$86,437.00","$150,084.00",$0.00,$0.00,"$1,103.00","$1,103.00",$0.00,"$148,981.00",$0.00,$0.00,$0.00,$0.00,"$42,599.00"
Wisconsin,2014,"$10,019,252.00","$9,382,346.00","$636,906.00","$442,441.00","$352,172.00","$90,269.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$90,269.00","$151,034.00",$0.00,$0.00,"$1,001.00","$1,001.00",$0.00,"$150,033.00",$0.00,$0.00,$0.00,$0.00,"$43,431.00"
Wisconsin,2015,"$9,815,668.00","$9,117,412.00","$698,256.00","$484,552.00","$386,352.00","$98,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$98,200.00","$170,160.00",$0.00,$0.00,"$1,665.00","$1,665.00",$0.00,"$168,495.00",$0.00,$0.00,$0.00,$0.00,"$43,544.00"
Wisconsin,2016,"$9,970,746.00","$9,226,497.00","$744,249.00","$512,498.00","$403,160.00","$109,338.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$109,338.00","$183,682.00",$0.00,$0.00,"$3,794.00","$3,794.00",$0.00,"$179,888.00",$0.00,$0.00,$0.00,$0.00,"$48,069.00"
Wisconsin,2017,"$10,195,281.00","$9,454,270.00","$741,011.00","$503,918.00","$386,276.00","$117,642.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$117,642.00","$186,932.00",$0.00,$0.00,"$4,862.00","$4,862.00",$0.00,"$182,070.00",$0.00,$0.00,$0.00,$0.00,"$50,161.00"
Wyoming,1994,"$456,965.00","$362,929.00","$94,036.00","$74,818.00","$66,312.00","$8,506.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$6,346.00",$0.00,"$2,160.00","$5,624.00",$0.00,$0.00,"$5,624.00","$5,624.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,594.00"
Wyoming,1995,"$465,158.00","$368,584.00","$96,574.00","$75,107.00","$65,925.00","$9,182.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$6,964.00",$0.00,"$2,218.00","$6,380.00",$0.00,$0.00,"$6,380.00","$6,380.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,087.00"
Wyoming,1996,"$454,329.00","$351,810.00","$102,519.00","$84,252.00","$74,774.00","$9,478.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$7,169.00",$0.00,"$2,309.00","$7,068.00",$0.00,$0.00,"$7,068.00","$7,068.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,199.00"
Wyoming,1997,"$487,097.00","$380,358.00","$106,739.00","$82,502.00","$72,825.00","$9,677.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$7,546.00",$0.00,"$2,131.00","$10,104.00",$0.00,$0.00,"$10,104.00","$10,104.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$14,133.00"
Wyoming,1998,"$539,664.00","$427,166.00","$112,498.00","$90,301.00","$80,164.00","$10,137.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$8,173.00",$0.00,"$1,964.00","$8,540.00",$0.00,$0.00,"$8,540.00","$8,540.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,657.00"
Wyoming,1999,"$545,458.00","$423,471.00","$121,987.00","$97,467.00","$86,132.00","$11,335.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$9,210.00",$0.00,"$2,125.00","$9,198.00",$0.00,$0.00,"$9,198.00","$9,198.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,322.00"
Wyoming,2000,"$541,010.00","$411,395.00","$129,615.00","$106,850.00","$95,196.00","$11,654.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$9,223.00",$0.00,"$2,431.00","$9,414.00",$0.00,$0.00,"$9,414.00","$9,414.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,351.00"
Wyoming,2002,"$723,966.00","$548,366.00","$175,600.00","$147,613.00","$134,236.00","$13,377.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$11,598.00",$0.00,"$1,779.00","$11,050.00",$0.00,$0.00,"$11,050.00","$11,050.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$16,937.00"
Wyoming,2004,"$740,488.00","$544,154.00","$196,334.00","$160,101.00","$142,718.00","$17,383.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$14,646.00",$0.00,"$2,737.00","$12,783.00",$0.00,$0.00,"$12,783.00","$12,783.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$23,450.00"
Wyoming,2005,"$905,981.00","$683,662.00","$222,319.00","$178,277.00","$159,991.00","$18,286.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$15,878.00",$0.00,"$2,408.00","$33,329.00",$95.00,$0.00,"$20,352.00","$20,352.00",$0.00,"$12,882.00",$0.00,$0.00,$0.00,$0.00,"$10,713.00"
Wyoming,2006,"$1,014,914.00","$767,653.00","$247,261.00","$199,090.00","$178,335.00","$20,755.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$18,220.00",$0.00,"$2,535.00","$33,852.00",$128.00,$0.00,"$21,173.00","$21,173.00",$0.00,"$12,551.00",$0.00,$0.00,$0.00,$0.00,"$14,319.00"
