Level: State
Unit:Total (thousands), Nominal
State,Year,(R01) Total Revenue,(R05) Total Taxes,(R06) Property Tax (T01),(R07) NonProperty Taxes,(R08) Tot Sales & Gr Rec Tax,(R09) Total Gen Sales Tax (T09),(R10) Total Select Sales Tax,(R11) Alcoholic Beverage Tax (T10),(R12) Amusement Tax (T11),(R13) Insurance Premium Tax (T12),(R14) Motor Fuels Tax (T13),(R15) Parimutuels Tax (T14),(R16) Public Utility Tax (T15),(R17) Tobacco Tax (T16),(R18) Other Select Sales Tax (T19),(R19) Total License Taxes,(R20) Alcoholic Beverage Lic (T20),(R21) Corporation License (T22),(R22) Motor Veh & Oper Lic,(R23) Motor Vehicle License (T24),(R24) Motor Veh Oper License (T25),(R25) Other License Taxes,(R26) Total Income Taxes,(R27) Individual Income Tax (T40),(R28) Corp Net Income Tax (T41),(R29) Death and Gift Tax (T50),(R30) Taxes NEC
South Dakota,1996,$        2283576,$         730251,$              0,$         730251,$         572364,$         383423,$         188941,$           9993,$             34,$          31487,$          89565,$            371,$           1536,$          21792,$          34163,$          90336,$            256,$           1032,$          32430,$          30387,$           2043,$          56618,$          38099,$              0,$          38099,$          22236,$           7216
South Dakota,1997,$        2315652,$         768491,$              0,$         768491,$         609401,$         410928,$         198473,$           9874,$             25,$          33671,$          95148,$            707,$           1536,$          20981,$          36531,$          93625,$            258,$           1134,$          32059,$          30050,$           2009,$          60174,$          36888,$              0,$          36888,$          21488,$           7089
South Dakota,1998,$        2874179,$         833564,$              0,$         833564,$         661363,$         442549,$         218814,$           9872,$             22,$          33012,$         113560,$            967,$           1246,$          20938,$          39197,$         104813,$            296,$           2367,$          33328,$          31264,$           2064,$          68822,$          38269,$              0,$          38269,$          25793,$           3326
South Dakota,1999,$        2885858,$         870663,$              0,$         870663,$         680652,$         461560,$         219092,$          10804,$             20,$          35050,$         107523,$           1758,$           1697,$          20423,$          41817,$         109450,$            250,$           1891,$          33820,$          32468,$           1352,$          73489,$          50819,$              0,$          50819,$          26427,$           3315
South Dakota,2000,$        2901148,$         927245,$              0,$         927245,$         732389,$         487897,$         244492,$          10761,$             21,$          39514,$         124735,$           1470,$           2089,$          19092,$          46810,$         118448,$            269,$           2032,$          41323,$          39315,$           2008,$          74824,$          45123,$              0,$          45123,$          28429,$           2856
South Dakota,2001,$        3170959,$         977469,$              0,$         977469,$         756936,$         514712,$         242224,$          11070,$             20,$          42641,$         121624,$           1895,$           2430,$          19350,$          43194,$         139899,$            285,$           2130,$          49574,$          47337,$           2237,$          87910,$          43387,$              0,$          43387,$          34925,$           2322
South Dakota,2002,$        2500028,$         976596,$              0,$         976596,$         777174,$         523001,$         254173,$          11143,$             21,$          45012,$         123427,$           1345,$           2700,$          18724,$          51801,$         133058,$            279,$           2271,$          43512,$          41185,$           2327,$          86996,$          40547,$              0,$          40547,$          23482,$           2335
South Dakota,2003,$        2999838,$        1012955,$              0,$        1012955,$         811176,$         539396,$         271780,$          11069,$             25,$          49926,$         131133,$           1055,$           5448,$          21672,$          51452,$         127683,$            299,$           2208,$          43151,$          40860,$           2291,$          82025,$          43976,$              0,$          43976,$          27221,$           2899
South Dakota,2004,$        3863620,$        1062722,$              0,$        1062722,$         865262,$         586389,$         278873,$          12435,$             26,$          55339,$         126017,$            880,$           1949,$          27644,$          54583,$         138877,$            296,$           2718,$          44042,$          42167,$           1875,$          91821,$          47108,$              0,$          47108,$           9322,$           2153
South Dakota,2005,$        4059265,$        1110035,$              0,$        1110035,$         903929,$         621812,$         282117,$          12416,$             25,$          57647,$         124974,$            535,$           2583,$          28371,$          55566,$         149523,$            305,$           2836,$          46195,$          43829,$           2366,$         100187,$          49142,$              0,$          49142,$           4442,$           2999
South Dakota,2006,$        4182133,$        1189089,$              0,$        1189089,$         967538,$         679162,$         288376,$          12654,$           7087,$          58064,$         125367,$            313,$           2666,$          28185,$          54040,$         154475,$            315,$           2817,$          47160,$          44666,$           2494,$         104183,$          61865,$              0,$          61865,$            730,$           4481
South Dakota,2007,$        4926114,$        1265925,$              0,$        1265925,$        1020081,$         711321,$         308760,$          13414,$           7765,$          58981,$         123484,$            303,$           2862,$          46665,$          55286,$         163851,$            315,$           3101,$          47895,$          45417,$           2478,$         112540,$          76665,$              0,$          76665,$            506,$           4822
South Dakota,2008,$        2910381,$        1321368,$              0,$        1321368,$        1072252,$         732438,$         339814,$          13808,$           8334,$          61801,$         129619,$            325,$           3235,$          63903,$          58789,$         172165,$            319,$           3210,$          49798,$          47285,$           2513,$         118838,$          69879,$              0,$          69879,$            113,$           6959
South Dakota,2009,$        2367319,$        1341758,$              0,$        1341758,$        1083611,$         756598,$         327013,$          14232,$           8044,$          63165,$         117489,$            276,$           3322,$          68323,$          52162,$         200608,$            553,$           3033,$          50717,$          48655,$           2062,$         146305,$          48772,$              0,$          48772,$             16,$           8751
South Dakota,2010,$        4584347,$        1321228,$              0,$        1321228,$        1081277,$         742363,$         338914,$          14766,$           9032,$          63285,$         125223,$            239,$           3514,$          67747,$          55108,$         200066,$            695,$           3911,$          56433,$          52822,$           3611,$         139027,$          31157,$              0,$          31157,$            143,$           8585
South Dakota,2011,$        6017179,$        1379607,$              0,$        1379607,$        1153497,$         808091,$         345406,$          18749,$           9022,$          65176,$         127437,$            210,$           3369,$          62539,$          58904,$         200116,$            757,$           3932,$          56021,$          52324,$           3697,$         139406,$          15208,$              0,$          15208,$              0,$          10786
South Dakota,2012,$        4342983,$        1521928,$              0,$        1521928,$        1197567,$         838240,$         359327,$          15449,$           9200,$          67000,$         136431,$            634,$           3676,$          60372,$          66565,$         250572,$            811,$           4213,$          68502,$          64710,$           3792,$         177046,$          59837,$              0,$          59837,$              0,$          13952
South Dakota,2013,$        5776105,$        1533573,$              0,$        1533573,$        1228262,$         853570,$         374692,$          16027,$           9325,$          71989,$         142364,$            534,$           3558,$          60969,$          69926,$         257130,$            835,$           4504,$          70399,$          66660,$           3739,$         181392,$          37172,$              0,$          37172,$              0,$          11009
South Dakota,2014,$        6079563,$        1608496,$              0,$        1608496,$        1296748,$         914979,$         381769,$          16205,$           8885,$          77374,$         138087,$            461,$           3709,$          61811,$          75237,$         277787,$            840,$           4688,$          79916,$          76143,$           3773,$         192343,$          24819,$              0,$          24819,$              0,$           9142
South Dakota,2015,$        4752945,$        1674108,$              0,$        1674108,$        1372682,$         970784,$         401898,$          16690,$           8993,$          83022,$         148170,$            397,$           3267,$          61004,$          80355,$         288796,$            801,$           5228,$          84533,$          80835,$           3698,$         198234,$           4334,$              0,$           4334,$              0,$           8296
South Dakota,2016,$        4500363,$        1840434,$              0,$        1840434,$        1528160,$        1065451,$         462709,$          17808,$           9256,$          66496,$         189321,$            375,$           3103,$          70782,$         105568,$         269386,$           1027,$           5049,$          88357,$          82947,$           5410,$         174953,$          33736,$              0,$          33736,$              0,$           9152
South Dakota,2017,$        5979366,$        1828426,$              0,$        1828426,$        1517856,$        1065361,$         452495,$          16933,$           8853,$          66496,$         189133,$            319,$           3103,$          61809,$         105849,$         269481,$           1166,$           5049,$          88357,$          82947,$           5410,$         174909,$          30728,$              0,$          30728,$              0,$          10361
Tennessee,1994,$       12725018,$        5733262,$              0,$        5733262,$        4501624,$        3081250,$        1420374,$          64704,$              0,$         171340,$         684479,$              0,$           5596,$          81420,$         412835,$         562847,$           1677,$         249682,$         213314,$         177350,$          35964,$          98174,$         521068,$          99108,$         421960,$          44483,$         103240
Tennessee,1995,$       12899912,$        5907721,$              0,$        5907721,$        4564181,$        3360568,$        1203613,$          65103,$              0,$         209662,$         720409,$              0,$           5567,$          85812,$         117060,$         603188,$           1634,$         278658,$         233701,$         197450,$          36251,$          89195,$         594583,$         101511,$         493072,$          44482,$         101287
Tennessee,1996,$       14759004,$        6179787,$              0,$        6179787,$        4744381,$        3537315,$        1207066,$          66206,$              0,$         221805,$         715111,$              0,$           5528,$          83898,$         114518,$         604792,$           1642,$         272582,$         235649,$         197997,$          37652,$          94919,$         648296,$         114434,$         533862,$          69626,$         112692
Tennessee,1997,$       15696299,$        6616361,$              0,$        6616361,$        5087032,$        3839914,$        1247118,$          67591,$              0,$         244000,$         723413,$              0,$           6773,$          85903,$         119438,$         737935,$           1967,$         400840,$         237763,$         201217,$          36546,$          97365,$         607849,$         128189,$         479660,$          60558,$         122987
Tennessee,1998,$       16675209,$        6996120,$              0,$        6996120,$        5320654,$        4027787,$        1292867,$          69634,$              0,$         258159,$         752233,$              0,$           5272,$          86650,$         120919,$         656281,$           2045,$         310507,$         242166,$         209533,$          32633,$         101563,$         768254,$         160836,$         607418,$         113119,$         137812
Tennessee,1999,$       16903668,$        7197491,$              0,$        7197491,$        5531175,$        4218079,$        1313096,$          72951,$              0,$         257222,$         769912,$              0,$           4967,$          84941,$         123103,$         691616,$           2434,$         323377,$         251934,$         215213,$          36721,$         113871,$         731608,$         160180,$         571428,$          89127,$         153965
Tennessee,2000,$       18969875,$        7739590,$              0,$        7739590,$        5805324,$        4446160,$        1359164,$          75918,$              0,$         286584,$         788174,$              0,$           4546,$          82589,$         121353,$         898509,$           1956,$         494089,$         274235,$         235560,$          38675,$         128229,$         794202,$         180278,$         613924,$          92449,$         149106
Tennessee,2001,$       17344232,$        8043347,$              0,$        8043347,$        6061656,$        4704130,$        1357526,$          78471,$              0,$         296496,$         774689,$              0,$           3998,$          81671,$         122201,$         878136,$           2275,$         480242,$         263201,$         225933,$          37268,$         132418,$         871536,$         198071,$         673465,$          84140,$         147879
Tennessee,2002,$       17951931,$        7797681,$              0,$        7797681,$        6045888,$        4674896,$        1370992,$          80107,$              0,$         282623,$         814468,$              0,$           5183,$          83573,$         105038,$         836013,$           2591,$         420768,$         276616,$         236559,$          40057,$         136038,$         649270,$         146293,$         502977,$         100045,$         166465
Tennessee,2003,$       20564361,$        8811612,$              0,$        8811612,$        6860749,$        5414674,$        1446075,$          87650,$              0,$         322236,$         815210,$              0,$           6083,$         113925,$         100971,$         953999,$           2322,$         489579,$         280028,$         240933,$          39095,$         182070,$         728536,$         115593,$         612943,$          85407,$         182921
Tennessee,2004,$       23907277,$        9529171,$              0,$        9529171,$        7344662,$        5845206,$        1499456,$          92062,$              0,$         351111,$         832168,$              0,$           4761,$         119482,$          99872,$        1045665,$           2444,$         506776,$         296874,$         255137,$          41737,$         239571,$         834789,$         139991,$         694798,$          96534,$         207521
Tennessee,2005,$       25847433,$       10007292,$              0,$       10007292,$        7647575,$        6118001,$        1529574,$          97423,$              0,$         360638,$         844249,$              0,$           5352,$         121211,$         100701,$        1089682,$           1033,$         516956,$         304398,$         261728,$          42670,$         267295,$         960934,$         155333,$         805601,$          85597,$         223504
Tennessee,2006,$       26325884,$       10660344,$              0,$       10660344,$        8018801,$        6451838,$        1566963,$         105470,$              0,$         379888,$         848348,$              0,$           6680,$         124923,$         101654,$        1188710,$          11139,$         584386,$         308838,$         266169,$          42669,$         284347,$        1121113,$         192764,$         928349,$          72959,$         258761
Tennessee,2007,$       29435966,$       11390037,$              0,$       11390037,$        8363985,$        6772468,$        1591517,$         112035,$              0,$         374502,$         859743,$              0,$           7813,$         135802,$         101622,$        1270137,$          11524,$         635002,$         315891,$         271080,$          44811,$         307720,$        1369567,$         249145,$        1120422,$         111191,$         275157
Tennessee,2008,$       25626489,$       11538430,$              0,$       11538430,$        8612382,$        6832948,$        1779434,$         116189,$              0,$         401997,$         872892,$              0,$           9627,$         272433,$         106296,$        1287826,$          12222,$         644694,$         314003,$         270176,$          43827,$         316907,$        1296866,$         290986,$        1005880,$         103464,$         237892
Tennessee,2009,$       19768870,$       10433133,$              0,$       10433133,$        8000471,$        6356962,$        1643509,$         116056,$              0,$         299006,$         815611,$              0,$           8071,$         301219,$         103546,$        1128651,$           1158,$         524685,$         294383,$         251335,$          43048,$         308425,$        1037946,$         221685,$         816261,$          91490,$         174575
Tennessee,2010,$       29719569,$       10513788,$              0,$       10513788,$        8027796,$        6130877,$        1896919,$         117516,$              0,$         555163,$         824795,$              0,$          10328,$         290438,$          98679,$        1167316,$           1161,$         551412,$         294695,$         249577,$          45118,$         320048,$        1074076,$         172459,$         901617,$          81091,$         163509
Tennessee,2011,$       34653154,$       11207705,$              0,$       11207705,$        8576487,$        6186336,$        2390151,$         123266,$              0,$         666932,$         845393,$              0,$          10970,$         290747,$         452843,$        1098953,$           1200,$         450923,$         307749,$         262386,$          45363,$         339081,$        1258091,$         189518,$        1068573,$         113351,$         160823
Tennessee,2012,$       29982003,$       11380078,$              0,$       11380078,$        8383189,$        5933356,$        2449833,$         133055,$              0,$         639222,$         837787,$              0,$           9318,$         279017,$         551434,$        1391307,$           1320,$         736743,$         308737,$         262243,$          46494,$         344507,$        1297634,$         182251,$        1115383,$         149344,$         158604
Tennessee,2013,$       32242480,$       11727736,$              0,$       11727736,$        8490111,$        5992162,$        2497949,$         140068,$              0,$         686280,$         834999,$              0,$           9461,$         274471,$         552670,$        1420083,$           1320,$         758051,$         317414,$         270469,$          46945,$         343298,$        1519015,$         262842,$        1256173,$         114191,$         184336
Tennessee,2014,$       33887657,$       11806329,$              0,$       11806329,$        8758085,$        6192281,$        2565804,$         147812,$              0,$         749470,$         845395,$              0,$           6840,$         261101,$         555186,$        1335392,$           1317,$         676478,$         316511,$         269317,$          47194,$         341086,$        1416190,$         239219,$        1176971,$         107341,$         189321
Tennessee,2015,$       30091732,$       12698496,$              0,$       12698496,$        9196721,$        6548032,$        2648689,$         159768,$              0,$         809567,$         857605,$              0,$           8153,$         263566,$         550030,$        1502770,$           1446,$         790557,$         326522,$         278716,$          47806,$         384245,$        1703169,$         302196,$        1400973,$          84211,$         211625
Tennessee,2016,$       31276993,$       13386169,$              0,$       13386169,$        9704247,$        7006376,$        2697871,$         174340,$              0,$         885037,$         897608,$              0,$           8268,$         263739,$         468879,$        1516966,$           1467,$         773374,$         357698,$         301635,$          56063,$         384427,$        1862601,$         323952,$        1538649,$          62471,$         239884
Tennessee,2017,$       35483763,$       13893728,$              0,$       13893728,$       10010965,$        7260193,$        2750772,$         187125,$              0,$         912324,$         915858,$              0,$           7398,$         256762,$         471305,$        1635495,$           1644,$         871205,$         367315,$         306047,$          61268,$         395331,$        1976200,$         249977,$        1726223,$          14904,$         256164
Texas,1994,$       45048614,$       19479056,$              0,$       19479056,$       15881337,$        9926287,$        5955050,$         400466,$           7034,$         754674,$        2171338,$          13725,$         263277,$         573337,$        1771199,$        2526066,$          25705,$        1228233,$         814114,$         744896,$          69218,$         458014,$              0,$              0,$              0,$         152354,$         919299
Texas,1995,$       48958349,$       20288774,$              0,$       20288774,$       16436335,$       10274777,$        6161558,$         406696,$          21462,$         633457,$        2236750,$          13182,$         240746,$         638943,$        1970322,$        2790740,$          24249,$        1479480,$         814343,$         744547,$          69796,$         472668,$              0,$              0,$              0,$         171606,$         890093
Texas,1996,$       51459160,$       21611887,$              0,$       21611887,$       17496260,$       10811287,$        6684973,$         418719,$          25067,$         589809,$        2322645,$          11767,$         350586,$         566769,$        2399611,$        3124981,$          24499,$        1667996,$         847791,$         764892,$          82899,$         584695,$              0,$              0,$              0,$         160143,$         830503
Texas,1997,$       63864034,$       23024628,$              0,$       23024628,$       18403991,$       11361888,$        7042103,$         431652,$          23506,$         672674,$        2383040,$          13510,$         368488,$         654770,$        2494463,$        3265491,$          24110,$        1830595,$         869454,$         785558,$          83896,$         541332,$              0,$              0,$              0,$         207486,$        1147660
Texas,1998,$       57807137,$       24629000,$              0,$       24629000,$       19883534,$       12474161,$        7409373,$         456035,$          23083,$         696783,$        2506029,$          15476,$         414204,$         560923,$        2736840,$        3533965,$          28134,$        2004796,$         925632,$         838627,$          87005,$         575403,$              0,$              0,$              0,$         326923,$         884578
Texas,1999,$       71648633,$       25675587,$              0,$       25675587,$       21003455,$       13104114,$        7899341,$         483172,$          22963,$         751165,$        2592251,$          13340,$         450355,$         623569,$        2962526,$        3710610,$          29316,$        2127756,$         980740,$         882192,$          98548,$         572798,$              0,$              0,$              0,$         256277,$         705245
Texas,2000,$       72322692,$       27424142,$              0,$       27424142,$       22213368,$       14012165,$        8201203,$         514804,$          22602,$         739259,$        2688818,$          11556,$         507857,$         531780,$        3184527,$        3812821,$          30417,$        2098910,$        1043233,$         925337,$         117896,$         640261,$              0,$              0,$              0,$         278486,$        1119467
Texas,2001,$       65525245,$       29422936,$              0,$       29422936,$       23304300,$       14707624,$        8596676,$         541305,$          21629,$         767433,$        2766028,$          11516,$         672566,$         584461,$        3231738,$        3751486,$          32490,$        2030756,$        1062637,$         939080,$         123557,$         625603,$              0,$              0,$              0,$         322355,$        2044795
Texas,2002,$       60386905,$       28662395,$              0,$       28662395,$       23577124,$       14559504,$        9017620,$         560197,$          21218,$         972325,$        2835232,$          12739,$         722187,$         540034,$        3353688,$        3777969,$          32268,$        1991450,$        1100546,$         985568,$         114978,$         653705,$              0,$              0,$              0,$         332575,$         974727
Texas,2003,$       82621328,$       29098584,$              0,$       29098584,$       23360935,$       14347144,$        9013791,$         567796,$          21431,$        1109363,$        2839858,$          12217,$         763352,$         582717,$        3117057,$        3980083,$          36773,$        2130095,$        1112653,$        1016922,$          95731,$         700562,$              0,$              0,$              0,$         256277,$        1501289
Texas,2004,$       90489755,$       30751860,$              0,$       30751860,$       24620778,$       15460221,$        9160557,$         601841,$          23086,$        1130499,$        2918842,$          11793,$         793107,$         534577,$        3146812,$        4083148,$          38515,$        1896287,$        1328693,$        1232494,$          96199,$         819653,$              0,$              0,$              0,$         151131,$        1896803
Texas,2005,$       95820765,$       32784942,$              0,$       32784942,$       25850841,$       16356284,$        9494557,$         626378,$          24453,$        1167899,$        2935649,$          11603,$         826286,$         599368,$        3302921,$        4484915,$          32001,$        2233551,$        1395015,$        1282551,$         112464,$         824348,$              0,$              0,$              0,$         101674,$        2347512
Texas,2006,$      103964436,$       36591749,$              0,$       36591749,$       28325786,$       18275210,$       10050576,$         680748,$          25739,$        1233494,$        2993570,$          11018,$         951412,$         545904,$        3608691,$        5036216,$          51931,$        2605447,$        1483753,$        1367016,$         116737,$         895085,$              0,$              0,$              0,$          13360,$        3216387
Texas,2007,$      113832250,$       40314714,$              0,$       40314714,$       31811384,$       20434675,$       11376709,$         735650,$          26390,$        1292460,$        3075308,$          10919,$         995056,$        1330589,$        3910337,$        5735796,$          51375,$        3215219,$        1550710,$        1433781,$         116929,$         918492,$              0,$              0,$              0,$           4594,$        2762940
Texas,2008,$       94310376,$       45536833,$              0,$       45536833,$       34367305,$       21630136,$       12737169,$         784069,$          36318,$        1452882,$        3103170,$          11906,$        1015882,$        1446895,$        4886047,$        7039520,$          52891,$        4474458,$        1573033,$        1456101,$         116932,$         939138,$              0,$              0,$              0,$           5580,$        4124428
Texas,2009,$       92274744,$       41779699,$              0,$       41779699,$       32634977,$       21053923,$       11581054,$         796949,$          37277,$        1253788,$        3034242,$          10602,$         842657,$        1556793,$        4048746,$        6847541,$          70850,$        4274325,$        1600385,$        1496478,$         103907,$         901981,$              0,$              0,$              0,$           2004,$        2295177
Texas,2010,$      120506772,$       39516186,$              0,$       39516186,$       31208038,$       19804177,$       11403861,$         812904,$          37497,$        1301104,$        3053538,$          10245,$         639831,$        1465111,$        4083631,$        6451744,$          72159,$        3827871,$        1651905,$        1549349,$         102556,$         899809,$              0,$              0,$              0,$             81,$        1856323
Texas,2011,$      134302447,$       43146096,$              0,$       43146096,$       33798419,$       21793858,$       12004561,$         871147,$          38755,$        1350468,$        3108416,$           7744,$         631024,$        1501797,$        4495210,$        6670073,$          58703,$        3961502,$        1747316,$        1618563,$         128753,$         902552,$              0,$              0,$              0,$              0,$        2677604
Texas,2012,$      123217178,$       47991110,$              0,$       47991110,$       40976120,$       29002557,$       11973563,$         941461,$          29296,$        1442640,$        3178419,$           7142,$         768762,$        1463793,$        4142050,$        3207435,$          68642,$         105633,$        2102146,$        1971308,$         130838,$         931014,$              0,$              0,$              0,$              0,$        3807555
Texas,2013,$      138927965,$       51801010,$              0,$       51801010,$       43653956,$       30908596,$       12745360,$         987726,$          29386,$        1717242,$        3228459,$           7166,$         753864,$        1533170,$        4488347,$        3347303,$          62458,$         116920,$        2210285,$        2076465,$         133820,$         957640,$              0,$              0,$              0,$              0,$        4799751
Texas,2014,$      154164430,$       55146619,$              0,$       55146619,$       45632367,$       32336032,$       13296335,$        1068051,$          29659,$        1886289,$        3325916,$           7357,$         652229,$        1446144,$        4880690,$        3499902,$          71661,$         124996,$        2316908,$        2177571,$         139337,$         986337,$              0,$              0,$              0,$              0,$        6014350
Texas,2015,$      133653200,$       55086438,$              0,$       55086438,$       47654182,$       33664187,$       13989995,$        1147565,$          30981,$        1986919,$        3462288,$           7114,$         654641,$        1491765,$        5208722,$        3426885,$          68483,$         129394,$        2245272,$        2107627,$         137645,$         983736,$              0,$              0,$              0,$              0,$        4005371
Texas,2016,$      143412877,$       52132817,$              0,$       52132817,$       46370774,$       32131385,$       14239389,$        1191961,$          29780,$        2171362,$        3500210,$           6954,$         605487,$        1479863,$        5253772,$        3414335,$          74711,$         137109,$        2365368,$        2227996,$         137372,$         837147,$              0,$              0,$              0,$              0,$        2347708
Texas,2017,$      163801138,$       53612926,$              0,$       53612926,$       46897352,$       32490144,$       14407208,$        1228641,$          29745,$        2325941,$        3585179,$           6321,$         614565,$        1467486,$        5149330,$        3432901,$          68608,$         140776,$        2377905,$        2237042,$         140863,$         845612,$              0,$              0,$              0,$              0,$        3282673
Utah,1994,$        5907198,$        2415880,$              0,$        2415880,$        1256881,$         984287,$         272594,$          17609,$              0,$          39959,$         187377,$              0,$              0,$          27649,$              0,$          81743,$            700,$              0,$          57639,$          49893,$           7746,$          23404,$        1050195,$         925004,$         125191,$           8189,$          18872
Utah,1995,$        6324604,$        2675502,$              0,$        2675502,$        1358573,$        1066552,$         292021,$          18002,$              0,$          42823,$         202705,$              0,$              0,$          28491,$              0,$          99123,$            756,$           3268,$          57411,$          47826,$           9585,$          37688,$        1171446,$        1024072,$         147374,$          24956,$          21404
Utah,1996,$        6764359,$        2905128,$              0,$        2905128,$        1470506,$        1170120,$         300386,$          22649,$              0,$          42139,$         206904,$              0,$              0,$          28694,$              0,$          90077,$            785,$           3413,$          55882,$          46964,$           8918,$          29997,$        1315861,$        1139080,$         176781,$           8326,$          20358
Utah,1997,$        7857972,$        3145004,$              0,$        3145004,$        1583448,$        1265084,$         318364,$          20404,$              0,$          49046,$         216992,$              0,$              0,$          31922,$              0,$          93005,$            749,$           3679,$          57360,$          47696,$           9664,$          31217,$        1433132,$        1237332,$         195800,$          10282,$          25137
Utah,1998,$        8759389,$        3497935,$              0,$        3497935,$        1772731,$        1311955,$         460776,$          21183,$              0,$          76866,$         306574,$              0,$              0,$          43800,$          12353,$         117669,$            749,$           1435,$          75547,$          69917,$           5630,$          39938,$        1559109,$        1374525,$         184584,$          25417,$          23009
Utah,1999,$        8742192,$        3653782,$              0,$        3653782,$        1851478,$        1376209,$         475269,$          22610,$              0,$          77663,$         312711,$              0,$              0,$          50459,$          11826,$         138113,$            813,$           1524,$          83940,$          78150,$           5790,$          51836,$        1641440,$        1461299,$         180141,$           8238,$          14513
Utah,2000,$       10227355,$        3978697,$              0,$        3978697,$        1924091,$        1423234,$         500857,$          23943,$              0,$          82872,$         330499,$              0,$              0,$          48254,$          15289,$         138111,$            822,$           1328,$          88101,$          80038,$           8063,$          47860,$        1825247,$        1651448,$         173799,$          64559,$          26689
Utah,2001,$        9131656,$        4072968,$              0,$        4072968,$        1979797,$        1480122,$         499675,$          25020,$              0,$          74012,$         325490,$              0,$           1668,$          47839,$          25646,$         143276,$            852,$           2573,$          91405,$          83094,$           8311,$          48446,$        1868025,$        1705271,$         162754,$          30017,$          51853
Utah,2002,$        8467827,$        3925382,$              0,$        3925382,$        2023047,$        1500278,$         522769,$          26080,$              0,$          87838,$         336411,$              0,$           1797,$          50994,$          19649,$         147640,$            922,$           2439,$          94866,$          85734,$           9132,$          49413,$        1716299,$        1605310,$         110989,$           9424,$          28972
Utah,2003,$       11534161,$        3954815,$              0,$        3954815,$        2014484,$        1485977,$         528507,$          28156,$              0,$         100286,$         333161,$              0,$           1804,$          51833,$          13267,$         148835,$           1219,$           2549,$          97259,$          88229,$           9030,$          47808,$        1720730,$        1572512,$         148218,$          32978,$          37788
Utah,2004,$       13167850,$        4195962,$              0,$        4195962,$        2142240,$        1560902,$         581338,$          28700,$              0,$         106776,$         341885,$              0,$          13845,$          61663,$          28469,$         156999,$           1147,$           2628,$         102035,$          92802,$           9233,$          51189,$        1837040,$        1692035,$         145005,$           9674,$          50009
Utah,2005,$       13052940,$        4703330,$              0,$        4703330,$        2329545,$        1710379,$         619166,$          30177,$              0,$         119705,$         351097,$              0,$          26421,$          61434,$          30332,$         181847,$           1775,$           4452,$         115636,$          96841,$          18795,$          59984,$        2115542,$        1926697,$         188845,$           2962,$          73434
Utah,2006,$       14096285,$        5461647,$              0,$        5461647,$        2534259,$        1890793,$         643466,$          33049,$              0,$         120119,$         359218,$              0,$          30582,$          60300,$          40198,$         194816,$           1990,$           4835,$         123663,$         103901,$          19762,$          64328,$        2625607,$        2277478,$         348129,$           7448,$          99517
Utah,2007,$       16068068,$        6075590,$              0,$        6075590,$        2625037,$        1953643,$         671394,$          35872,$              0,$         123665,$         382381,$              0,$          30231,$          62473,$          36772,$         388621,$           1842,$           5038,$         313931,$         303466,$          10465,$          67810,$        2959895,$        2561001,$         398894,$            498,$         101539
Utah,2008,$       15419153,$        6109256,$              0,$        6109256,$        2644034,$        1964119,$         679915,$          39697,$              0,$         132454,$         377261,$              0,$          30619,$          62246,$          37638,$         371300,$           1934,$           3633,$         293792,$         280189,$          13603,$          71941,$        2987767,$        2593129,$         394638,$             95,$         106060
Utah,2009,$        8783428,$        5422858,$              0,$        5422858,$        2398162,$        1744035,$         654127,$          40762,$              0,$         132214,$         350469,$              0,$          26117,$          59821,$          44744,$         356742,$           1890,$           3249,$         271164,$         256863,$          14301,$          80439,$        2565512,$        2319632,$         245880,$            321,$         102121
Utah,2010,$       16167203,$        5237427,$              0,$        5237427,$        2407687,$        1638906,$         768781,$          41260,$              0,$         103119,$         351449,$              0,$          28817,$          58676,$         185460,$         389896,$           1936,$           3581,$         306165,$         292359,$          13806,$          78214,$        2350621,$        2104641,$         245980,$             61,$          89162
Utah,2011,$       17025757,$        5516864,$              0,$        5516864,$        2613519,$        1850205,$         763314,$          42413,$              0,$          96338,$         369966,$              0,$          28481,$         124378,$         101738,$         255669,$           1936,$           3877,$         170638,$         156914,$          13724,$          79218,$        2545881,$        2298220,$         247661,$            130,$         101665
Utah,2012,$       15684828,$        5809955,$              0,$        5809955,$        2722128,$        1857035,$         865093,$          45823,$              0,$         104443,$         372212,$              0,$          25824,$         123988,$         192803,$         255679,$           1936,$            547,$         173156,$         158169,$          14987,$          80040,$        2725073,$        2466495,$         258578,$              0,$         107075
Utah,2013,$       18792624,$        6294473,$              0,$        6294473,$        2739916,$        1884170,$         855746,$          48228,$              0,$         108872,$         373242,$              0,$          24484,$         120472,$         180448,$         259735,$           1936,$            490,$         179954,$         164710,$          15244,$          77355,$        3182772,$        2852088,$         330684,$              0,$         112050
Utah,2014,$       19291968,$        6312489,$              0,$        6312489,$        2682100,$        1823355,$         858745,$          48413,$              0,$         113316,$         372935,$              0,$          24319,$         113184,$         186578,$         276824,$           1936,$            484,$         191412,$         175679,$          15733,$          82992,$        3197822,$        2889912,$         307910,$              0,$         155743
Utah,2015,$       18810478,$        6703356,$              0,$        6703356,$        2766724,$        1882901,$         883823,$          51221,$              0,$         119280,$         377390,$              0,$          24798,$         115761,$         195373,$         280021,$           1936,$            465,$         192741,$         176458,$          16283,$          84879,$        3526399,$        3157718,$         368681,$              0,$         130212
